seed	n_atoms	n_heavy_atoms	n_confs	smiles	mapped_smiles
163642249	48	25	50	CCN(C(=O)N1C[C@@H](C(=O)O)[C@@H](N)[C@@H]1CNC(=O)C(F)(F)F)C(C)C	[H:47][C@@:24]1([C@@:25]([C@:23]([N:13]([C:22]1([H:44])[H:45])[C:8](=[O:1])[N:11]([C:19]([H:39])([H:40])[C:16]([H:30])([H:31])[H:32])[C:20]([H:41])([C:17]([H:33])([H:34])[H:35])[C:18]([H:36])([H:37])[H:38])([H:46])[C:21]([H:42])([H:43])[N:12]([H:27])[C:9](=[O:2])[C:15]([F:4])([F:5])[F:6])([H:48])[N:14]([H:28])[H:29])[C:10](=[O:3])[O:7][H:26]
135221656	34	24	50	N=C(Nc1ccc(Br)cc1)N(c1ccc(Br)cc1)c1nc(=S)ss1	[H:30][c:15]1[c:11]([c:19]([c:12]([c:16]([c:21]1[N:23]([H:34])[C:10](=[N:5][H:25])[N:24]([c:22]2[c:17]([c:13]([c:20]([c:14]([c:18]2[H:33])[H:29])[Br:3])[H:28])[H:32])[C:9]3=[N:4][C:8](=[S:1])[S:6][S:7]3)[H:31])[H:27])[Br:2])[H:26]
135072874	48	22	50	CCN1CCC/C1=C/C=C/C1=[N+](CCCS(=O)(=O)[O-])CCC1	[H:23]/[C:5](=[C:6]/1\[C:13]([C:18]([C:15]([N:9]1[C:14]([H:33])([H:34])[C:11]([H:26])([H:27])[H:28])([H:35])[H:36])([H:41])[H:42])([H:31])[H:32])/[C:8](=[C:7](\[H:24])/[C:4]2=[N+:10]([C:16]([C:19]([C:12]2([H:29])[H:30])([H:43])[H:44])([H:37])[H:38])[C:17]([H:39])([H:40])[C:20]([H:45])([H:46])[C:21]([H:47])([H:48])[S:22](=[O:1])(=[O:2])[O-:3])/[H:25]
164155034	48	25	50	CCCCCCC1=Cc2c/c(=C(\C)NNC(N)=S)c(=O)oc2=CC1=O	[H:28][C:12]\1=[C:11]2[C:9](=[C:13]([C:5](=[O:1])[C:8](=[C:10]2[O:4][C:6](=[O:2])/[C:14]1=[C:15](/[C:19]([H:33])([H:34])[H:35])\[N:18]([H:32])[N:17]([H:31])[C:7](=[S:3])[N:16]([H:29])[H:30])[H:26])[C:21]([H:39])([H:40])[C:23]([H:43])([H:44])[C:25]([H:47])([H:48])[C:24]([H:45])([H:46])[C:22]([H:41])([H:42])[C:20]([H:36])([H:37])[H:38])[H:27]
104015123	47	24	50	CCCC(C)n1c(CC)nc2c(-c3ccc(Cl)nc3C)ccnc21	[H:27][c:11]1[c:10]([c:7]([n:4][c:9]([c:14]1[c:15]2[c:12]([c:6]([n:3][c:8]3[c:13]2[N:2]=[C:5]([N:16]3[C:24]([H:47])([C:20]([H:38])([H:39])[H:40])[C:23]([H:45])([H:46])[C:22]([H:43])([H:44])[C:19]([H:35])([H:36])[H:37])[C:21]([H:41])([H:42])[C:18]([H:32])([H:33])[H:34])[H:25])[H:28])[C:17]([H:29])([H:30])[H:31])[Cl:1])[H:26]
103953811	50	25	50	Oc1cc2c(cc1O)[C@@H]1c3sc(C4CCCCC4)cc3CN[C@H]1CC2	[H:30][c:9]1[c:13]2[c:12]([c:8]([c:10]([c:11]1[O:2][H:27])[O:1][H:26])[H:29])[C:16]([C:23]([C@:25]3([C@:24]2([C:7]4=[C:5]([C:4](=[C:6]([S:3]4)[C:22]5([C:20]([C:18]([C:17]([C:19]([C:21]5([H:44])[H:45])([H:40])[H:41])([H:36])[H:37])([H:38])[H:39])([H:42])[H:43])[H:46])[H:28])[C:15]([N:14]3[H:31])([H:32])[H:33])[H:49])[H:50])([H:47])[H:48])([H:34])[H:35]
11109414	36	24	50	c1cncc(-n2ncc3c(/N=N/Cc4ccncc4)ncnc32)c1	[H:31][c:16]1[c:17]([c:21]([c:13]([n:5][c:10]1[H:27])[H:30])[N:23]2[c:15]3[c:20]([c:14]([n:6][c:9]([n:7]3)[H:26])/[N:2]=[N:3]/[C:24]([H:35])([H:36])[c:22]4[c:18]([c:11]([n:4][c:12]([c:19]4[H:34])[H:29])[H:28])[H:33])[C:8](=[N:1]2)[H:25])[H:32]
384577945	45	23	50	CN(C)CCN(C)c1nccn2c([C@@H]3SC[C@@H](O)[C@H]3O)nnc12	[H:26][C:10]1=[C:11]([N:12]2[C:7](=[N:1][N:3]=[C:9]2[C@:21]3([C@:23]([C@:22]([C:20]([S:6]3)([H:41])[H:42])([H:44])[O:4][H:24])([H:45])[O:5][H:25])[H:43])[C:8](=[N:2]1)[N:13]([C:15]([H:28])([H:29])[H:30])[C:18]([H:37])([H:38])[C:19]([H:39])([H:40])[N:14]([C:16]([H:31])([H:32])[H:33])[C:17]([H:34])([H:35])[H:36])[H:27]
104035585	50	30	50	CCCOc1c(-c2csc(-c3cc(C(=N)N)sc3SC)n2)cnn1-c1ccccn1	[H:38][c:24]1[c:22]([c:20]([n:4][c:21]([c:23]1[H:37])[N:26]2[C:19](=[C:18]([C:9](=[N:1]2)[H:32])[C:15]3=[C:12]([S:6][C:10](=[N:2]3)[C:17]4=[C:13]([S:7][C:16](=[C:14]4[H:34])[C:11](=[N:3][H:31])[N:25]([H:39])[H:40])[S:8][C:27]([H:41])([H:42])[H:43])[H:33])[O:5][C:29]([H:47])([H:48])[C:30]([H:49])([H:50])[C:28]([H:44])([H:45])[H:46])[H:35])[H:36]
434147483	45	30	50	CC1(NS(=O)(=O)c2cc3c(cc2F)n(CCF)c(=O)n3-c2nnc(C(F)F)o2)CC1	[H:31][c:14]1[c:18]2[c:17]([c:15]([c:19]([c:16]1[F:4])[S:30](=[O:2])(=[O:3])[N:22]([H:33])[C:29]3([C:27]([C:28]3([H:44])[H:45])([H:42])[H:43])[C:24]([H:35])([H:36])[H:37])[H:32])[N:20]([C:11](=[O:1])[N:21]2[C:26]([H:40])([H:41])[C:25]([H:38])([H:39])[F:7])[C:12]4=[N:8][N:9]=[C:13]([O:10]4)[C:23]([H:34])([F:5])[F:6]
164040336	50	29	50	O=C(c1nc2ccccc2[nH]1)N1CC[C@@H](Oc2nccnc2C2=CCOCC2)C1	[H:33][c:15]1[c:16]([c:18]([c:20]2[c:19]([c:17]1[H:35])[N:2]=[C:8]([N:21]2[H:37])[C:7](=[O:1])[N:22]3[C:27]([C@:29]([C:28]([C:26]3([H:44])[H:45])([H:48])[H:49])([H:50])[O:6][c:13]4[c:14]([n:4][c:12]([c:11]([n:3]4)[H:31])[H:32])[C:10]5=[C:9]([C:23]([O:5][C:24]([C:25]5([H:42])[H:43])([H:40])[H:41])([H:38])[H:39])[H:30])([H:46])[H:47])[H:36])[H:34]
385452778	48	30	50	CN1CN(C2c3ccccc3CSc3c(F)cccc32)n2ccc(=O)c(O)c2C1=O	[H:34][c:12]1[c:14]([c:18]([c:23]2[c:21]([c:16]1[H:38])[C:27]([S:5][c:20]3[c:22]([c:17]([c:13]([c:15]([c:19]3[F:3])[H:37])[H:35])[H:39])[C:29]2([H:46])[N:26]4[C:30]([N:25]([C:7](=[O:2])[C:11]5=[C:9]([C:6](=[O:1])[C:8](=[C:10]([N:24]54)[H:33])[H:32])[O:4][H:31])[C:28]([H:43])([H:44])[H:45])([H:47])[H:48])([H:41])[H:42])[H:40])[H:36]
384222937	44	29	50	Fc1ccc(Cn2cnc(-c3cc(C4NNNC4C(F)(F)F)ccn3)c2)c(F)c1	[H:35][c:15]1[c:13]([c:18]([c:14]([c:19]([c:20]1[C:26]([H:41])([H:42])[N:23]2[C:10](=[C:9]([N:6]=[C:8]2[H:30])[c:12]3[c:17]([c:21]([c:16]([c:11]([n:7]3)[H:32])[H:36])[C:28]4([C:29]([N:25]([N:22]([N:24]4[H:39])[H:38])[H:40])([H:44])[C:27]([F:3])([F:4])[F:5])[H:43])[H:37])[H:31])[F:2])[H:34])[F:1])[H:33]
252619712	46	24	50	N#CC1=C2SC3CCCCC3(O)N2C(=N)C(C#N)C12CCCCC2	[H:28][C:13]1([C:16]([C:20]([C:24]2([C:10](=[C:9]3[N:11]([C:8](=[N:5][H:25])[C:12]2([H:27])[C:4]#[N:2])[C:23]4([C:19]([C:15]([C:14]([C:18]([C:22]4([S:7]3)[H:46])([H:38])[H:39])([H:30])[H:31])([H:32])[H:33])([H:40])[H:41])[O:6][H:26])[C:3]#[N:1])[C:21]([C:17]1([H:36])[H:37])([H:44])[H:45])([H:42])[H:43])([H:34])[H:35])[H:29]
172113527	37	19	50	CC1=C(CCCl)C(=O)N2[C@@H]3CC(=O)CC[C@@H]3[C@H](O)[C@@H]12	[H:36][C@:18]12[C:8](=[C:7]([C:5](=[O:1])[N:9]1[C@:19]3([C@@:17]([C@:16]2([H:34])[O:4][H:20])([C:14]([C:13]([C:6](=[O:2])[C:15]3([H:32])[H:33])([H:28])[H:29])([H:30])[H:31])[H:35])[H:37])[C:12]([H:26])([H:27])[C:11]([H:24])([H:25])[Cl:3])[C:10]([H:21])([H:22])[H:23]
135247316	13	9	50	ClCc1noc(CCl)n1	[H:10][C:8]([H:11])([C:6]1=[N:3][O:5][C:7](=[N:4]1)[C:9]([H:12])([H:13])[Cl:2])[Cl:1]
135243180	44	31	50	C=CNC(=S)n1nc(-c2ccccc2NC(=O)C(F)(F)F)c(=O)n(C(=S)NC=C)c1=S	[H:38][c:20]1[c:21]([c:23]([c:25]([c:24]([c:22]1[H:40])[C:15]2=[N:9][N:28]([C:14](=[S:8])[N:29]([C:10]2=[O:1])[C:13](=[S:7])[N:27]([H:43])[C:19](=[C:17]([H:34])[H:35])[H:37])[C:12](=[S:6])[N:26]([H:42])[C:18](=[C:16]([H:32])[H:33])[H:36])[N:30]([H:44])[C:11](=[O:2])[C:31]([F:3])([F:4])[F:5])[H:41])[H:39]
135223227	20	12	50	S=C1OC2CCC3OC(=S)C2C13	[H:13][C:7]1([C:8]([C:10]2([C:12]3([C:6](=[S:2])[O:3][C:9]1([C:11]3([C:5](=[S:1])[O:4]2)[H:19])[H:17])[H:20])[H:18])([H:15])[H:16])[H:14]
135167628	7	7	50	FC1(F)OC1(Cl)Cl	[C:6]1([C:7]([O:5]1)([Cl:3])[Cl:4])([F:1])[F:2]
135120109	41	15	50	CC1CCC(C(C)C)CC2=C1CCC2C	[H:28][C:7]1([C:2]2=[C:1]([C:8]([C:15]([C:11]([C:10]([C:13]2([H:39])[C:4]([H:19])([H:20])[H:21])([H:34])[H:35])([H:36])[H:37])([H:41])[C:14]([H:40])([C:5]([H:22])([H:23])[H:24])[C:6]([H:25])([H:26])[H:27])([H:30])[H:31])[C:12]([C:9]1([H:32])[H:33])([H:38])[C:3]([H:16])([H:17])[H:18])[H:29]
135115580	22	13	50	C1=Cc2nncn2N2CCCN=C12	[H:16][C:8]1=[C:7]([C:5]2=[N:2][N:1]=[C:4]([N:9]2[N:10]3[C:6]1=[N:3][C:11]([C:13]([C:12]3([H:19])[H:20])([H:21])[H:22])([H:17])[H:18])[H:14])[H:15]
135098447	20	8	50	COP(OC)N(C)C	[H:15][C:7]([H:16])([H:17])[N:3]([C:8]([H:18])([H:19])[H:20])[P:4]([O:1][C:5]([H:9])([H:10])[H:11])[O:2][C:6]([H:12])([H:13])[H:14]
135093932	9	9	50	FN=C(N(F)F)N(F)F	[C:7](=[N:6][F:1])([N:8]([F:2])[F:3])[N:9]([F:4])[F:5]
135014114	9	9	50	ClC1=C(Cl)C(Cl)(Cl)SS1	[C:8]1(=[C:7]([S:5][S:6][C:9]1([Cl:3])[Cl:4])[Cl:1])[Cl:2]
134971864	12	12	50	O=c1n(Cl)c(=O)n(Cl)c(=O)n1Cl	[C:7]1(=[O:1])[N:10]([C:8](=[O:2])[N:12]([C:9](=[O:3])[N:11]1[Cl:5])[Cl:6])[Cl:4]
163356134	45	23	50	CCc1cc(CCc2nc3c(C)ccc(C)c3o2)c(S)nc1C	[H:25][c:8]1[c:9]([c:14]([c:12]2[c:11]([c:13]1[C:18]([H:31])([H:32])[H:33])[N:1]=[C:5]([O:3]2)[C:21]([H:40])([H:41])[C:23]([H:44])([H:45])[c:16]3[c:10]([c:15]([c:7]([n:2][c:6]3[S:4][H:24])[C:17]([H:28])([H:29])[H:30])[C:22]([H:42])([H:43])[C:20]([H:37])([H:38])[H:39])[H:27])[C:19]([H:34])([H:35])[H:36])[H:26]
104005246	36	20	50	CC1Nc2ccc(-c3coc(C#N)c3)cc2C(C)(C)O1	[H:23][c:9]1[c:10]([c:13]2[c:14]([c:11]([c:12]1[C:8]3=[C:5]([O:3][C:6](=[C:7]3[H:22])[C:2]#[N:1])[H:21])[H:25])[C:20]([O:4][C:19]([N:15]2[H:26])([H:36])[C:16]([H:27])([H:28])[H:29])([C:17]([H:30])([H:31])[H:32])[C:18]([H:33])([H:34])[H:35])[H:24]
103993142	12	6	50	N#CN1CCC1	[H:11][C:6]1([C:4]([N:3]([C:5]1([H:9])[H:10])[C:2]#[N:1])([H:7])[H:8])[H:12]
442136741	44	34	50	O=C(Nc1cnc(-n2nccn2)c(Cl)c1)c1cnn(-c2ccc(Cl)n3nccc23)c1C(F)(F)F	[H:43][c:27]1[c:29]([c:25]([n:11][c:26]([c:28]1[Cl:6])[N:32]2[N:7]=[C:13]([C:14](=[N:8]2)[H:36])[H:35])[H:42])[N:33]([H:44])[C:12](=[O:1])[C:20]3=[C:24]([N:31]([N:10]=[C:16]3[H:38])[C:23]4=[C:19]([C:17](=[C:21]([N:30]5[C:22]4=[C:18]([C:15](=[N:9]5)[H:37])[H:40])[Cl:5])[H:39])[H:41])[C:34]([F:2])([F:3])[F:4]
440739008	50	24	50	CCN1C(=O)N(C(=O)NC2CC3CCC(C2)N3C)C2C=CC=CC21	[H:25][C:5]1=[C:7]([C:16]2([C:17]([C:8](=[C:6]1[H:26])[H:28])([N:10]([C:3](=[O:1])[N:9]2[C:4](=[O:2])[N:12]([H:29])[C:24]3([C:20]([C:22]4([C:18]([C:19]([C:23]([C:21]3([H:46])[H:47])([N:11]4[C:13]([H:30])([H:31])[H:32])[H:49])([H:42])[H:43])([H:40])[H:41])[H:48])([H:44])[H:45])[H:50])[C:15]([H:36])([H:37])[C:14]([H:33])([H:34])[H:35])[H:39])[H:38])[H:27]
404855138	42	27	50	CC1=NC(=O)C2C(=N1)C(C(C)c1ccc(C(F)(F)F)c(F)c1)=NN2CCF	[H:29][c:15]1[c:14]([c:18]([c:17]([c:16]([c:19]1[C:26]([H:40])([C:13]2=[N:9][N:20]([C:23]3([C:12]2=[N:8][C:11](=[N:7][C:10]3=[O:1])[C:21]([H:31])([H:32])[H:33])[H:34])[C:27]([H:41])([H:42])[C:25]([H:38])([H:39])[F:6])[C:24]([H:35])([H:36])[H:37])[H:30])[F:2])[C:22]([F:3])([F:4])[F:5])[H:28]
# 135090282	error
249493845	43	28	50	C#Cc1cn(C2=NCC(=O)N3CCc4c(cccc4-c4cscn4)C3=C2)cn1	[H:29][C:2]#[C:3][C:12]1=[C:16]([N:24]([C:10](=[N:5]1)[H:31])[C:11]2=[N:6][C:26]([C:8](=[O:1])[N:25]3[C:17](=[C:14]2[H:33])[c:22]4[c:20]([c:18]([c:19]([c:21]([c:23]4[C:27]([C:28]3([H:42])[H:43])([H:40])[H:41])[C:15]5=[C:13]([S:7][C:9](=[N:4]5)[H:30])[H:32])[H:36])[H:35])[H:37])([H:38])[H:39])[H:34]
385450111	46	26	50	C[C@@H](O)c1nc2cnc3ccsc3c2n1[C@H]1CC[C@@H](n2cncn2)CC1	[H:32][c:12]1[c:14]2[c:16]([c:15]3[c:13]([n:4]1)[C:11](=[C:10]([S:6]3)[H:30])[H:31])[N:18]([C:9](=[N:3]2)[C@@:26]([H:46])([C:25]([H:43])([H:44])[H:45])[O:5][H:27])[C:24]4([C:21]([C:19]([C:23]([C:20]([C:22]4([H:39])[H:40])([H:35])[H:36])([H:41])[N:17]5[C:8](=[N:2][C:7](=[N:1]5)[H:28])[H:29])([H:33])[H:34])([H:37])[H:38])[H:42]
363891141	50	26	50	C#CC(=O)N(C)C1CCCN(c2ccc(C(N)=O)c3[nH]c(C)c(C)c23)C1	[H:27][C:3]#[C:4][C:6](=[O:2])[N:18]([C:26]1([C:25]([C:24]([C:22]([N:17]([C:23]1([H:44])[H:45])[c:14]2[c:10]([c:9]([c:11]([c:13]3[c:12]2[C:7](=[C:8]([N:16]3[H:32])[C:20]([H:36])([H:37])[H:38])[C:19]([H:33])([H:34])[H:35])[C:5](=[O:1])[N:15]([H:30])[H:31])[H:28])[H:29])([H:42])[H:43])([H:46])[H:47])([H:48])[H:49])[H:50])[C:21]([H:39])([H:40])[H:41]
252637858	36	21	50	Cc1ccc(NNC2=CS(=O)(=O)N(C)c3ccsc32)cc1	[H:27][c:12]1[c:10]([c:14]([c:11]([c:13]([c:15]1[C:19]([H:31])([H:32])[H:33])[H:28])[H:26])[N:17]([H:30])[N:16]([H:29])[C:7]2=[C:9]([S:21](=[O:1])(=[O:2])[N:18]([C:8]3=[C:6]2[S:3][C:4](=[C:5]3[H:23])[H:22])[C:20]([H:34])([H:35])[H:36])[H:24])[H:25]
249813041	45	25	50	CC1=NC2(N=C1N)c1cc(Br)ccc1CC21CCC(OC(F)F)CC1	[H:27][c:10]1[c:9]([c:12]([c:11]([c:14]2[c:13]1[C:18]([C:25]3([C:19]24[N:5]=[C:8]([C:7](=[N:4]4)[N:15]([H:29])[H:30])[C:17]([H:32])([H:33])[H:34])[C:22]([C:20]([C:24]([C:21]([C:23]3([H:43])[H:44])([H:39])[H:40])([H:45])[O:6][C:16]([H:31])([F:1])[F:2])([H:37])[H:38])([H:41])[H:42])([H:35])[H:36])[H:28])[Br:3])[H:26]
135330993	30	23	50	O=C(CC(O)(C(F)(F)F)C(F)(F)F)C1=CC(=S(=O)=O)CC(F)=C1	[H:25][C:13]1=[C:15]([C:14](=[C:16]([C:19]([C:17]1=[S:18](=[O:2])=[O:3])([H:27])[H:28])[F:4])[H:26])[C:12](=[O:1])[C:22]([H:29])([H:30])[C:23]([C:20]([F:5])([F:6])[F:7])([C:21]([F:8])([F:9])[F:10])[O:11][H:24]
164036355	44	29	50	O=C1NC(=S)NC(=O)C1=NNc1ccc(S(=O)(=O)N2CCc3ccccc32)cc1	[H:31][c:12]1[c:11]([c:15]([c:20]2[c:21]([c:16]1[H:35])[C:27]([C:28]([N:26]2[S:29](=[O:3])(=[O:4])[c:22]3[c:17]([c:13]([c:19]([c:14]([c:18]3[H:37])[H:33])[N:25]([H:40])[N:6]=[C:10]4[C:7](=[O:1])[N:23]([C:9](=[S:5])[N:24]([C:8]4=[O:2])[H:39])[H:38])[H:32])[H:36])([H:43])[H:44])([H:41])[H:42])[H:34])[H:30]
136354862	39	25	50	CC[C@@H]1Cn2c(c3nc(-c4cc(Cl)cc(Cl)c4Cl)nc-3n(C)c2=O)N1	[H:27][c:13]1[c:17]([c:16]([c:15]([c:12]([c:14]1[Cl:2])[H:26])[Cl:3])[Cl:4])[C:8]2=[N:5][C:10]3=[C:11]4[N:20]([C@:25]([C:23]([N:19]4[C:7](=[O:1])[N:18]([C:9]3=[N:6]2)[C:21]([H:29])([H:30])[H:31])([H:35])[H:36])([H:39])[C:24]([H:37])([H:38])[C:22]([H:32])([H:33])[H:34])[H:28]
433947280	47	25	50	CNCc1cccc(/C=N\Nc2ncnc3sc(C(C)(C)C)cc23)n1	[H:31][c:16]1[c:14]([c:11]([n:4][c:13]([c:15]1[H:30])[C:21]([H:37])([H:38])[N:19]([H:33])[C:20]([H:34])([H:35])[H:36])/[C:8](=[N:1]\[N:18]([H:32])[c:12]2[c:17]3[c:10]([n:2][c:9]([n:3]2)[H:28])[S:5][C:7](=[C:6]3[H:26])[C:25]([C:22]([H:39])([H:40])[H:41])([C:23]([H:42])([H:43])[H:44])[C:24]([H:45])([H:46])[H:47])/[H:27])[H:29]
135273388	41	26	50	O=C1C(c2ccc3cccccc2-3)=C([O-])/C1=C1\C=CC2=CCC=CC=C21	[H:33][c:16]1[c:17]([c:20]([c:24]-2[c:21]([c:19]([c:23]([c:25]2[c:22]([c:18]1[H:35])[H:39])[C:11]3=[C:9](/[C:14](=[C:15]/4\[C:8](=[C:4]([C:7]5=[C:13]([C:26]([C:12](=[C:6]([C:5](=[C:10]54)[H:28])[H:29])[H:31])([H:40])[H:41])[H:32])[H:27])[H:30])/[C:3]3=[O:1])[O-:2])[H:36])[H:38])[H:37])[H:34]
135240441	16	13	50	N#Cc1n[nH]c2[nH]c(=S)sc(=N)c12	[H:14][N:5]=[C:9]1[C:10]2=[C:11]([N:13]([C:7](=[S:2])[S:6]1)[H:16])[N:12]([N:4]=[C:8]2[C:3]#[N:1])[H:15]
135139876	34	21	50	c1ccc(/N=C2\CSc3nc(-c4ccccc4)cn32)cc1	[H:24][c:9]1[c:12]([c:16]([c:19]([c:17]([c:13]1[H:28])[H:32])[C:5]2=[C:6]([N:20]3/[C:7](=[N:2]/[c:18]4[c:14]([c:10]([c:8]([c:11]([c:15]4[H:30])[H:26])[H:23])[H:25])[H:29])/[C:21]([S:3][C:4]3=[N:1]2)([H:33])[H:34])[H:22])[H:31])[H:27]
135048197	21	14	50	N#CCO/N=C(\C#N)c1ccccc1	[H:15][c:8]1[c:9]([c:11]([c:13]([c:12]([c:10]1[H:17])[H:19])/[C:7](=[N:5]/[O:6][C:14]([H:20])([H:21])[C:4]#[N:2])/[C:3]#[N:1])[H:18])[H:16]
163367867	36	18	50	C/C(N)=N/CCCC[C@H](N)C(=O)Nc1nnn[nH]1	[H:36][C@@:18]([C:6](=[O:1])[N:10]([H:20])[C:7]1=[N:4][N:2]=[N:3][N:9]1[H:19])([C:17]([H:34])([H:35])[C:16]([H:32])([H:33])[C:15]([H:30])([H:31])[C:14]([H:28])([H:29])/[N:5]=[C:8](/[C:13]([H:25])([H:26])[H:27])\[N:11]([H:21])[H:22])[N:12]([H:23])[H:24]
104037013	32	18	49	CC(O)(C(O)CO[PH]([O-])([O-])O)C(O)C(O)C(=O)[O-]	[H:24][C:12]([H:25])([H:26])[C:17]([C:15]([H:30])([C:13]([H:27])([H:28])[O:10][P:18]([H:32])([O-:3])([O-:4])[O:9][H:23])[O:6][H:20])([C:16]([H:31])([C:14]([H:29])([C:11](=[O:1])[O-:2])[O:5][H:19])[O:7][H:21])[O:8][H:22]
313048480	50	30	50	c1ccc(-c2nc(N(c3ccccc3)c3ccccc3)s[n+]2-c2ccccc2)cc1	[H:31][c:5]1[c:9]([c:17]([c:25]([c:18]([c:10]1[H:36])[H:44])[C:4]2=[N+:30]([S:2][C:3](=[N:1]2)[N:29]([c:26]3[c:19]([c:11]([c:6]([c:12]([c:20]3[H:46])[H:38])[H:32])[H:37])[H:45])[c:27]4[c:21]([c:13]([c:7]([c:14]([c:22]4[H:48])[H:40])[H:33])[H:39])[H:47])[c:28]5[c:23]([c:15]([c:8]([c:16]([c:24]5[H:50])[H:42])[H:34])[H:41])[H:49])[H:43])[H:35]
135237552	19	16	50	O=C1NS(=O)(=O)C2C(Cl)=C(Cl)C3(Cl)C2C13Cl	[H:19][C:15]12[C:10](=[C:9]([C:13]3([C:14]1([C:12]3([C:8](=[O:1])[N:11]([S:16]2(=[O:2])=[O:3])[H:17])[Cl:6])[H:18])[Cl:7])[Cl:4])[Cl:5]
135200693	24	12	50	CC(=O)C1CC2=C(C=CCC2)S1	[H:13][C:4]1=[C:6]([C:9]([C:10]([C:7]2=[C:5]1[S:2][C:12]([C:11]2([H:22])[H:23])([H:24])[C:3](=[O:1])[C:8]([H:15])([H:16])[H:17])([H:20])[H:21])([H:18])[H:19])[H:14]
135114426	35	20	50	N=C1N[C@H](O)[C@H]2[C@H]3O[C@]4(O)O[C@H]([C@H]3O)[C@@H](O)[C@@]2(N1)[C@H]4O	[H:35][C@:20]12[C@@:18]3([C@:14]([C@@:12]4([C@@:15]([C@:19]1([C@@:17]([C@:13]([O:8]3)([O:3]4)[O:2][H:22])([H:33])[O:7][H:26])[N:11]([C:9](=[N:1][H:21])[N:10]([C@:16]2([H:32])[O:6][H:25])[H:27])[H:28])([H:31])[O:5][H:24])[H:29])([H:30])[O:4][H:23])[H:34]
135110238	39	22	50	O=C(CC(O)(CC(=O)OCCBr)C(=O)OCCBr)OCCBr	[H:36][C:20]([H:37])([C:11](=[O:1])[O:7][C:17]([H:30])([H:31])[C:14]([H:24])([H:25])[Br:4])[C:22]([C:13](=[O:3])[O:9][C:19]([H:34])([H:35])[C:16]([H:28])([H:29])[Br:6])([C:21]([H:38])([H:39])[C:12](=[O:2])[O:8][C:18]([H:32])([H:33])[C:15]([H:26])([H:27])[Br:5])[O:10][H:23]
135009613	20	11	50	CSP(=O)([O-])[n+]1ccn(C)c1	[H:12][C:4]1=[C:5]([N+:8](=[C:6]([N:7]1[C:10]([H:18])([H:19])[H:20])[H:14])[P:11](=[O:1])([O-:2])[S:3][C:9]([H:15])([H:16])[H:17])[H:13]
134982665	32	17	50	CC(=O)Sc1ccc(N(CCBr)CCBr)cc1	[H:20][c:8]1[c:6]([c:10]([c:7]([c:9]([c:11]1[N:12]([C:16]([H:29])([H:30])[C:14]([H:25])([H:26])[Br:2])[C:17]([H:31])([H:32])[C:15]([H:27])([H:28])[Br:3])[H:21])[H:19])[S:4][C:5](=[O:1])[C:13]([H:22])([H:23])[H:24])[H:18]
163349937	48	21	50	CC1(C)[C@H]2CC=C(C[N+](C)(C)Cc3ccc(I)cc3)[C@@H]1C2	[H:25][c:6]1[c:4]([c:8]([c:5]([c:7]([c:9]1[C:18]([H:45])([H:46])[N+:21]([C:15]([H:37])([H:38])[H:39])([C:16]([H:40])([H:41])[H:42])[C:17]([H:43])([H:44])[C:3]2=[C:2]([C:12]([C@:20]3([C:13]([C@@:19]2([C:14]3([C:10]([H:27])([H:28])[H:29])[C:11]([H:30])([H:31])[H:32])[H:47])([H:35])[H:36])[H:48])([H:33])[H:34])[H:22])[H:26])[H:24])[I:1])[H:23]
441570731	49	34	50	NC(=O)c1nn(CC(=O)N2C[C@H](F)C[C@H]2C(=O)Nc2cccc(Br)n2)c2cc(C(F)(F)F)sc12	[H:38][c:24]1[c:23]([c:21]([n:10][c:20]([c:22]1[H:36])[Br:8])[N:26]([H:41])[C:14](=[O:3])[C@@:33]2([C:32]([C@@:34]([C:31]([N:28]2[C:13](=[O:2])[C:30]([H:42])([H:43])[N:27]3[C:18]4=[C:17]([C:15](=[N:9]3)[C:12](=[O:1])[N:25]([H:39])[H:40])[S:11][C:19](=[C:16]4[H:35])[C:29]([F:4])([F:5])[F:6])([H:44])[H:45])([H:49])[F:7])([H:46])[H:47])[H:48])[H:37]
433940087	34	14	50	C/N=C(\S)N1CC=C(C(C)(C)C)CC1	[H:16][C:3]1=[C:4]([C:12]([C:13]([N:6]([C:8]1([H:20])[H:21])/[C:5](=[N:1]/[C:7]([H:17])([H:18])[H:19])/[S:2][H:15])([H:33])[H:34])([H:31])[H:32])[C:14]([C:9]([H:22])([H:23])[H:24])([C:10]([H:25])([H:26])[H:27])[C:11]([H:28])([H:29])[H:30]
313083148	41	24	50	O=C1N=c2ccc(=C=NN3CCN(c4ccccc4)CC3)cc2N1	[H:28][c:12]1[c:13]([c:15]([c:17]([c:16]([c:14]1[H:30])[H:32])[N:20]2[C:23]([C:21]([N:19]([C:22]([C:24]2([H:40])[H:41])([H:36])[H:37])[N:3]=[C:2]=[C:6]3[C:8](=[C:9]([C:7]4=[N:4][C:5](=[O:1])[N:18]([C:11]4=[C:10]3[H:27])[H:33])[H:26])[H:25])([H:34])[H:35])([H:38])[H:39])[H:31])[H:29]
